timetag,open,high,low,close,volumn,amount
20011205,4.94,4.94,4.80,4.81,15028.0,54737513.00
20011206,4.79,4.85,4.78,4.81,6372.0,23004767.00
20011207,4.82,4.83,4.78,4.79,3908.0,14031911.00
20011210,4.81,4.82,4.77,4.80,4161.0,14941666.00
20011211,4.81,4.81,4.75,4.76,3580.0,12821499.00
20011212,4.75,4.82,4.75,4.77,4632.0,16611472.00
20011213,4.75,4.80,4.70,4.71,3540.0,12580276.00
20011214,4.67,4.74,4.67,4.70,2841.0,10026619.00
20011217,4.69,4.75,4.68,4.72,4413.0,15611050.00
20011218,4.74,4.80,4.68,4.79,4821.0,17167382.00
20011219,4.79,4.87,4.76,4.80,9620.0,34761229.00
20011220,4.79,4.79,4.62,4.64,11362.0,39988830.00
20011221,4.63,4.80,4.63,4.79,8135.0,28861442.00
20011224,4.80,4.97,4.78,4.86,27250.0,99947172.00
20011225,4.87,4.90,4.80,4.87,12182.0,44420025.00
20011226,4.88,4.97,4.82,4.96,16809.0,62127143.00
20011227,4.97,5.05,4.93,4.98,23284.0,87052679.00
20011228,4.98,5.02,4.92,4.98,12279.0,45692306.00
20011231,5.03,5.25,5.00,5.15,52195.0,202281565.00
20020104,5.17,5.18,5.00,5.01,29109.0,111030307.00
20020107,4.96,5.01,4.90,4.99,18942.0,70279717.00
20020108,4.94,5.02,4.87,4.88,13286.0,48947614.00
20020109,4.87,4.96,4.85,4.92,10606.0,38912708.00
20020110,4.94,4.99,4.85,4.97,18815.0,69093753.00
20020111,4.94,4.96,4.81,4.81,11834.0,43306414.00
20020114,4.77,4.86,4.73,4.82,18718.0,67196713.00
20020115,4.80,4.95,4.79,4.88,18247.0,66666866.00
20020116,4.87,4.93,4.72,4.85,13974.0,50700232.00
20020117,4.83,4.87,4.63,4.68,24180.0,85418339.00
20020118,4.64,4.92,4.63,4.89,32262.0,116437266.00
20020121,4.85,4.89,4.75,4.79,15755.0,56764193.00
20020122,4.78,4.93,4.78,4.86,13485.0,49186214.00
20020123,4.89,5.03,4.83,5.02,23336.0,86396947.00
20020124,4.99,5.05,4.91,4.98,26615.0,99483235.00
20020125,4.97,5.01,4.91,4.95,13941.0,51685501.00
20020128,4.94,4.98,4.71,4.74,21667.0,77886073.00
20020129,4.70,4.83,4.67,4.76,11872.0,42283085.00
20020130,4.75,4.84,4.70,4.75,8419.0,30030708.00
20020131,4.81,5.07,4.81,5.02,40828.0,152780902.00
20020201,5.01,5.07,4.93,4.95,17345.0,64926556.00
20020204,4.96,5.09,4.94,5.06,16510.0,62395237.00
20020205,5.06,5.16,5.02,5.06,11195.0,42691507.00
20020206,5.05,5.09,4.95,4.96,9668.0,36137656.00
20020207,4.96,5.06,4.95,4.99,6688.0,25158901.00
20020208,5.02,5.10,5.02,5.03,12569.0,47643920.00
20020226,5.07,5.14,5.00,5.04,14815.0,56234511.00
20020227,5.05,5.09,5.01,5.06,8290.0,31387541.00
20020228,5.07,5.13,5.04,5.07,12506.0,47786791.00
20020301,5.07,5.09,4.97,4.99,7421.0,27907358.00
20020304,4.99,5.08,4.95,5.08,5224.0,19593096.00
20020305,5.08,5.22,5.05,5.15,22188.0,85787001.00
20020306,5.18,5.22,5.07,5.12,18620.0,71904848.00
20020307,5.10,5.15,5.08,5.14,13616.0,52163426.00
20020308,5.15,5.31,5.15,5.29,35326.0,137988821.00
20020311,5.30,5.30,5.21,5.27,17606.0,69191402.00
20020312,5.27,5.27,5.14,5.14,17251.0,66875878.00
20020313,5.11,5.18,5.10,5.10,7793.0,29935169.00
20020314,5.09,5.17,5.08,5.15,6387.0,24487493.00
20020315,5.07,5.19,5.05,5.06,11892.0,45551718.00
20020318,5.09,5.18,5.06,5.07,6070.0,23162182.00
20020319,5.09,5.19,5.07,5.17,6774.0,26123109.00
20020320,5.18,5.27,5.17,5.20,15031.0,58767953.00
20020321,5.25,5.28,5.16,5.19,15037.0,58789396.00
20020322,5.19,5.21,5.13,5.14,7972.0,30733685.00
20020325,5.14,5.19,5.11,5.18,4315.0,16693141.00
20020326,5.17,5.18,5.09,5.10,6239.0,23950585.00
20020327,5.09,5.13,5.06,5.09,4991.0,19022433.00
20020328,5.07,5.11,5.07,5.07,5291.0,20150615.00
20020329,5.07,5.08,4.95,4.97,10625.0,39865325.00
20020401,4.96,5.04,4.95,5.02,2766.0,10386559.00
20020402,5.02,5.04,4.91,4.94,7329.0,27163339.00
20020403,4.94,4.98,4.91,4.94,6019.0,22255856.00
20020404,4.93,5.02,4.87,5.02,5161.0,19068025.00
20020405,5.04,5.06,4.95,4.98,3046.0,11402145.00
20020408,4.98,4.99,4.93,4.94,2300.0,8539346.00
20020409,4.94,5.01,4.92,5.00,3291.0,12257478.00
20020410,5.00,5.04,4.97,5.00,3423.0,12828309.00
20020411,5.00,5.06,4.99,5.00,6797.0,25576043.00
20020412,5.02,5.10,5.01,5.07,4519.0,17168808.00
20020415,5.13,5.14,5.02,5.06,2925.0,11085699.00
20020416,5.06,5.11,5.06,5.11,6036.0,23013458.00
20020417,5.14,5.14,4.92,4.94,13219.0,48993045.00
20020418,4.94,4.96,4.86,4.86,8538.0,31299469.00
20020419,4.86,4.87,4.79,4.83,8854.0,31912486.00
20020422,4.81,4.86,4.79,4.83,4113.0,14831735.00
20020423,4.83,4.83,4.74,4.74,4088.0,14622595.00
20020424,4.74,4.79,4.69,4.70,5050.0,17876338.00
20020425,4.68,4.76,4.68,4.74,2596.0,9206508.00
20020426,4.74,4.82,4.72,4.81,2381.0,8537641.00
20020429,4.83,4.94,4.83,4.85,4665.0,17015081.00
20020430,4.87,4.89,4.80,4.83,5978.0,21592851.00
20020508,4.85,4.87,4.81,4.84,1700.0,6152534.00
20020509,4.81,4.87,4.81,4.81,1712.0,6186437.00
20020510,4.81,4.82,4.76,4.76,2688.0,9625819.00
20020513,4.75,4.77,4.72,4.72,2830.0,10033864.00
20020514,4.72,4.87,4.70,4.74,5070.0,18159637.00
20020515,4.76,4.76,4.70,4.72,2244.0,7948908.00
20020516,4.70,4.72,4.66,4.67,5549.0,19465458.00
20020517,4.66,4.75,4.64,4.68,3859.0,13508333.00
20020520,4.67,4.67,4.60,4.61,3353.0,11623861.00
20020521,4.74,4.74,4.66,4.68,5707.0,20081800.00
20020522,4.68,4.74,4.66,4.67,2974.0,10442708.00
20020523,4.79,4.79,4.68,4.70,1619.0,5705093.00
20020524,4.67,4.70,4.63,4.66,2407.0,8401313.00
20020527,4.67,4.72,4.66,4.69,1653.0,5801250.00
20020528,4.70,4.75,4.68,4.69,2614.0,9258306.00
20020529,4.70,4.72,4.63,4.64,2684.0,9340641.00
20020530,4.66,4.68,4.62,4.65,1962.0,6813508.00
20020531,4.67,4.69,4.64,4.66,1806.0,6326359.00
20020603,4.66,4.67,4.61,4.66,2290.0,7966689.00
20020604,4.66,4.67,4.54,4.60,1976.0,6831604.00
20020605,4.60,4.60,4.55,4.58,2224.0,7636262.00
20020606,4.59,4.73,4.55,4.67,5757.0,19928860.00
20020607,4.64,4.69,4.62,4.66,3622.0,12686067.00
20020610,4.67,4.68,4.61,4.62,1832.0,6371263.00
20020611,4.64,4.67,4.62,4.65,1539.0,5368576.00
20020612,4.64,4.69,4.61,4.69,2082.0,7240715.00
20020613,4.68,4.71,4.66,4.66,1623.0,5701623.00
20020614,4.66,4.70,4.62,4.62,947.0,3289645.00
20020617,4.61,4.63,4.58,4.62,1358.0,4678657.00
20020618,4.63,4.68,4.63,4.67,1636.0,5721280.00
20020619,4.66,4.67,4.63,4.64,833.0,2900266.00
20020620,4.67,4.68,4.64,4.66,1319.0,4609083.00
20020621,4.67,4.77,4.66,4.74,4266.0,15107102.00
20020624,5.21,5.21,4.94,5.10,61254.0,234474989.00
20020626,4.98,4.99,4.88,4.92,15423.0,56971879.00
20020627,4.93,4.96,4.89,4.91,5581.0,20574559.00
20020628,4.90,4.99,4.90,4.94,10763.0,39735941.00
20020701,4.95,5.00,4.91,4.91,4320.0,16032014.00
20020702,4.91,4.91,4.88,4.91,3935.0,14439880.00
20020703,4.91,4.92,4.87,4.89,5333.0,19520104.00
20020704,4.90,4.90,4.81,4.81,6669.0,24199148.00
20020705,4.81,4.83,4.81,4.83,6815.0,24596151.00
20020708,4.83,4.87,4.82,4.83,3192.0,11563090.00
20020709,4.83,4.84,4.81,4.82,3523.0,12721871.00
20020710,4.82,4.84,4.76,4.77,4622.0,16561215.00
20020711,4.76,4.84,4.76,4.80,2357.0,8471292.00
20020712,4.80,4.83,4.78,4.81,1588.0,5724883.00
20020715,4.81,4.83,4.79,4.79,1308.0,4708941.00
20020716,4.76,4.82,4.76,4.79,2316.0,8339593.00
20020717,4.80,4.81,4.76,4.79,1342.0,4803760.00
20020718,4.81,4.87,4.81,4.84,5893.0,21394400.00
20020719,4.85,4.87,4.84,4.86,2516.0,9151205.00
20020722,4.90,4.90,4.85,4.86,6103.0,22267992.00
20020723,4.87,4.87,4.81,4.84,2901.0,10500988.00
20020724,4.85,4.87,4.82,4.86,4663.0,16952456.00
20020725,4.87,4.90,4.79,4.82,1700.0,5497155.00
20020726,4.85,4.85,4.79,4.80,1558.0,5017641.00
20020729,4.81,4.82,4.71,4.73,2557.0,8122111.00
20020730,4.73,4.74,4.70,4.70,3445.0,10878707.00
20020731,4.70,4.73,4.66,4.67,2579.0,8116149.00
20020801,4.67,4.70,4.65,4.66,2000.0,6261720.00
20020802,4.67,4.74,4.63,4.69,1253.0,3927364.00
20020805,4.69,4.70,4.66,4.67,1078.0,3381677.00
20020806,4.67,4.71,4.66,4.69,2092.0,6575058.00
20020807,4.69,4.70,4.68,4.69,1355.0,4259610.00
20020808,4.69,4.71,4.66,4.67,1264.0,3969885.00
20020809,4.66,4.68,4.62,4.62,2490.0,7741685.00
20020812,4.60,4.61,4.57,4.57,2250.0,6900600.00
20020813,4.58,4.58,4.54,4.57,1704.0,5204222.00
20020814,4.62,4.62,4.57,4.62,2472.0,7621219.00
20020815,4.62,4.62,4.59,4.59,1259.0,3886298.00
20020816,4.55,4.61,4.52,4.60,2240.0,6857222.00
20020819,4.60,4.61,4.57,4.58,1108.0,3407937.00
20020820,4.57,4.63,4.57,4.61,2372.0,7316844.00
20020821,4.63,4.63,4.59,4.61,1694.0,5229829.00
20020822,4.63,4.68,4.61,4.65,4220.0,13173485.00
20020823,4.65,4.68,4.65,4.66,2431.0,7592485.00
20020826,4.65,4.65,4.58,4.59,2631.0,8109133.00
20020827,4.59,4.61,4.57,4.60,2584.0,7938100.00
20020828,4.61,4.65,4.55,4.56,3765.0,11550532.00
20020829,4.56,4.58,4.55,4.55,2899.0,8846652.00
20020830,4.56,4.56,4.54,4.55,1886.0,5751167.00
20020902,4.55,4.55,4.53,4.54,2341.0,7119903.00
20020903,4.54,4.61,4.54,4.57,2277.0,6981608.00
20020904,4.57,4.60,4.54,4.57,1788.0,5457397.00
20020905,4.56,4.56,4.52,4.52,2893.0,8795149.00
20020906,4.53,4.55,4.51,4.53,1859.0,5634774.00
20020909,4.52,4.53,4.48,4.49,2613.0,7873842.00
20020910,4.48,4.49,4.40,4.42,8057.0,23941530.00
20020911,4.40,4.42,4.27,4.34,9845.0,28552916.00
20020912,4.33,4.37,4.29,4.34,1716.0,4984486.00
20020913,4.33,4.36,4.32,4.35,1071.0,3119148.00
20020916,4.35,4.35,4.28,4.28,3923.0,11280816.00
20020917,4.29,4.34,4.27,4.31,2613.0,7538521.00
20020918,4.33,4.33,4.29,4.31,1616.0,4660761.00
20020919,4.30,4.35,4.26,4.33,3650.0,10478770.00
20020920,4.32,4.32,4.28,4.29,1372.0,3949578.00
20020923,4.28,4.29,4.24,4.24,2121.0,6061634.00
20020924,4.24,4.24,4.16,4.18,7148.0,20063143.00
20020925,4.18,4.26,4.18,4.22,3557.0,10075783.00
20020926,4.23,4.23,4.18,4.18,2168.0,6093149.00
20020927,4.20,4.23,4.18,4.21,1505.0,4234851.00
20021008,4.20,4.20,4.17,4.19,3589.0,10069826.00
20021009,4.18,4.19,4.12,4.14,2458.0,6822147.00
20021010,4.13,4.18,4.13,4.15,1087.0,3018141.00
20021011,4.13,4.16,4.10,4.12,1217.0,3366265.00
20021014,4.16,4.16,4.11,4.12,1095.0,3024408.00
20021015,4.12,4.15,4.11,4.15,2065.0,5710573.00
20021016,4.15,4.21,4.14,4.17,2261.0,6327939.00
20021017,4.17,4.18,4.10,4.12,1564.0,4336014.00
20021018,4.10,4.13,3.96,4.00,4635.0,12464187.00
20021021,4.00,4.07,3.96,4.01,1646.0,4391499.00
20021022,4.03,4.11,4.02,4.09,2105.0,5735513.00
20021023,4.10,4.10,4.03,4.05,1080.0,2938025.00
20021024,4.04,4.09,4.04,4.05,970.0,2637743.00
20021025,4.05,4.05,3.97,3.98,2368.0,6346386.00
20021028,3.97,3.97,3.87,3.87,4471.0,11679872.00
20021029,3.96,3.96,3.82,3.91,3198.0,8294858.00
20021030,3.92,3.93,3.87,3.89,2035.0,5323624.00
20021031,3.89,3.95,3.88,3.89,2817.0,7375701.00
20021101,3.89,3.92,3.87,3.91,1471.0,3830309.00
20021104,3.91,3.98,3.91,3.98,1995.0,5271415.00
20021105,3.99,4.06,3.96,4.02,3485.0,9402742.00
20021106,4.02,4.03,3.99,3.99,1622.0,4344756.00
20021107,3.99,4.01,3.96,3.97,2416.0,6446131.00
20021108,4.06,4.06,3.87,3.89,2717.0,7151816.00
20021111,3.90,3.93,3.85,3.88,1882.0,4915876.00
20021112,3.89,3.92,3.84,3.85,2395.0,6207445.00
20021113,3.85,3.88,3.83,3.88,1953.0,5035473.00
20021114,3.88,3.90,3.85,3.86,1688.0,4380220.00
20021115,3.85,3.89,3.83,3.85,2349.0,6065973.00
20021118,3.85,3.89,3.85,3.88,1947.0,5049726.00
20021119,3.88,3.96,3.87,3.94,3218.0,8450560.00
20021120,3.95,3.99,3.87,3.93,9579.0,25196773.00
20021121,3.92,3.94,3.86,3.86,4019.0,10494849.00
20021122,3.88,3.92,3.82,3.87,2429.0,6292793.00
20021125,3.87,3.92,3.82,3.91,3987.0,10418495.00
20021126,3.93,3.94,3.84,3.84,2054.0,5354392.00
20021127,3.82,3.88,3.79,3.83,3320.0,8506108.00
20021128,3.83,3.94,3.82,3.92,2492.0,6508407.00
20021202,3.96,3.99,3.87,3.88,5850.0,15455370.00
20021203,3.87,3.94,3.84,3.94,3103.0,8113029.00
20021204,3.89,4.00,3.89,3.95,4151.0,11045715.00
20021205,3.94,4.09,3.93,4.04,13020.0,35246694.00
20021206,4.03,4.06,4.00,4.03,3741.0,10116516.00
20021209,4.03,4.04,3.99,4.00,2902.0,7793264.00
20021210,4.00,4.02,3.94,3.95,2611.0,6946196.00
20021211,3.93,3.95,3.90,3.93,2546.0,6682742.00
20021212,3.93,3.97,3.90,3.97,3989.0,10541432.00
20021213,3.85,3.99,3.85,3.95,2223.0,5860451.00
20021216,3.95,4.03,3.94,4.02,7976.0,21310704.00
20021217,4.02,4.04,3.99,4.02,2926.0,7886188.00
20021218,4.01,4.03,3.99,3.99,2028.0,5434639.00
20021219,3.99,4.00,3.96,3.97,2310.0,6160134.00
20021220,3.97,4.02,3.97,4.00,1624.0,4353432.00
20021223,4.04,4.04,3.99,4.00,1984.0,5333977.00
20021224,4.00,4.02,3.95,3.99,848.0,2257524.00
20021225,4.00,4.00,3.95,3.95,1481.0,3939760.00
20021226,3.95,3.96,3.82,3.84,5145.0,13383935.00
20021227,3.83,3.88,3.81,3.86,3390.0,8693114.00
20021230,3.85,3.85,3.80,3.81,3002.0,7672458.00
20021231,3.82,3.85,3.80,3.80,1644.0,4200254.00
20030102,3.81,3.81,3.69,3.69,3565.0,8921541.00
20030103,3.68,3.72,3.66,3.68,1743.0,4300516.00
20030106,3.67,3.72,3.66,3.71,986.0,2438328.00
20030107,3.71,3.73,3.67,3.68,1450.0,3595101.00
20030108,3.73,3.78,3.68,3.78,1768.0,4438021.00
20030109,3.77,3.83,3.73,3.81,2602.0,6616310.00
20030110,3.81,3.87,3.77,3.79,2346.0,6010671.00
20030113,3.76,3.81,3.76,3.79,1403.0,3560912.00
20030114,3.78,3.99,3.76,3.94,9588.0,25012085.00
20030115,3.95,4.06,3.94,3.99,11451.0,30551168.00
20030116,4.00,4.05,3.98,4.05,7359.0,19870062.00
20030117,4.06,4.06,3.98,3.98,3795.0,10187340.00
20030120,3.97,3.97,3.92,3.96,2070.0,5466246.00
20030121,3.96,4.03,3.96,3.96,4787.0,12816356.00
20030122,3.96,3.96,3.93,3.93,1633.0,4309306.00
20030123,3.93,3.96,3.93,3.93,2167.0,5719869.00
20030124,3.93,3.95,3.93,3.94,2441.0,6438339.00
20030127,3.93,4.02,3.93,4.00,3955.0,10571327.00
20030128,4.00,4.03,3.98,4.01,3494.0,9383544.00
20030129,4.01,4.03,3.99,4.01,3302.0,8889672.00
20030210,4.01,4.01,3.96,3.97,1693.0,4508037.00
20030211,3.94,3.98,3.94,3.98,821.0,2174401.00
20030212,3.99,4.02,3.96,4.01,1477.0,3959442.00
20030213,4.01,4.03,3.98,3.98,2718.0,7302546.00
20030214,3.97,4.03,3.97,4.01,1904.0,5111392.00
20030217,3.99,4.02,3.96,3.96,1567.0,4181515.00
20030218,3.96,3.97,3.94,3.96,1048.0,2772836.00
20030219,3.96,3.97,3.95,3.97,1029.0,2732606.00
20030220,3.97,4.00,3.96,3.98,851.0,2269016.00
20030221,3.96,3.97,3.91,3.94,2268.0,5978463.00
20030224,3.95,3.95,3.91,3.93,615.0,1625901.00
20030225,3.93,4.02,3.92,4.01,1878.0,4998648.00
20030226,4.02,4.04,3.98,3.99,1082.0,2904654.00
20030227,3.99,4.03,3.97,3.99,1697.0,4531822.00
20030228,4.01,4.01,3.97,4.00,1360.0,3636052.00
20030303,4.01,4.10,4.01,4.09,6000.0,16398104.00
20030304,4.09,4.10,4.04,4.07,1909.0,5200922.00
20030305,4.07,4.18,4.05,4.15,9405.0,26031534.00
20030306,4.16,4.16,4.08,4.10,4507.0,12426005.00
20030307,4.11,4.12,4.06,4.08,2475.0,6781984.00
20030310,4.08,4.09,4.01,4.02,3103.0,8423721.00
20030311,4.01,4.02,3.96,4.00,1964.0,5253243.00
20030312,4.00,4.02,3.97,4.01,1177.0,3146322.00
20030313,4.01,4.07,4.01,4.02,1997.0,5398369.00
20030314,4.01,4.02,3.99,4.00,2756.0,7388968.00
20030317,4.00,4.00,3.95,3.97,4692.0,12465705.00
20030318,3.97,3.99,3.90,3.92,3147.0,8320204.00
20030319,3.88,3.93,3.86,3.87,3397.0,8841844.00
20030320,3.88,3.94,3.87,3.88,1968.0,5120173.00
20030321,3.88,3.95,3.88,3.94,2021.0,5285370.00
20030324,3.94,3.96,3.91,3.93,1718.0,4522748.00
20030325,3.92,3.93,3.87,3.88,2062.0,5372767.00
20030326,3.88,3.95,3.81,3.84,3589.0,9202596.00
20030327,3.83,3.92,3.79,3.90,2105.0,5430724.00
20030328,3.91,3.92,3.88,3.89,3810.0,9946659.00
20030331,3.88,3.90,3.88,3.89,3047.0,7935303.00
20030401,3.89,3.92,3.88,3.91,3729.0,9730810.00
20030402,3.91,3.95,3.90,3.93,3713.0,9769605.00
20030403,3.94,3.96,3.92,3.93,5193.0,13726384.00
20030404,3.92,3.93,3.87,3.89,4984.0,12980379.00
20030407,3.88,3.89,3.82,3.83,4462.0,11509954.00
20030408,3.83,3.84,3.78,3.82,6112.0,15568085.00
20030409,3.82,3.89,3.78,3.88,10123.0,26059689.00
20030410,3.88,3.90,3.82,3.87,10789.0,27753599.00
20030411,3.86,3.96,3.86,3.95,29966.0,78671196.00
20030414,3.97,4.06,3.97,4.04,12612.0,33863674.00
20030415,4.04,4.06,3.97,4.02,7797.0,20927730.00
20030416,4.02,4.09,3.94,3.95,17017.0,45879208.00
20030417,3.96,3.98,3.92,3.92,7598.0,20049212.00
20030418,3.93,4.00,3.93,3.94,5339.0,14169319.00
20030421,3.93,3.94,3.81,3.82,11301.0,29053506.00
20030422,3.81,3.85,3.80,3.80,5131.0,13111434.00
20030423,3.80,3.81,3.73,3.74,5816.0,14679641.00
20030424,3.74,3.75,3.69,3.69,9749.0,24258559.00
20030425,3.71,3.78,3.70,3.72,7008.0,17541876.00
20030428,3.72,3.76,3.66,3.75,7845.0,19413811.00
20030429,3.78,3.79,3.66,3.70,9840.0,24464578.00
20030430,3.70,3.80,3.69,3.76,13499.0,33816176.00
20030512,3.76,3.79,3.72,3.73,7351.0,18413860.00
20030513,3.73,3.73,3.53,3.53,15235.0,36698786.00
20030514,3.54,3.58,3.52,3.55,9342.0,22223327.00
20030515,3.57,3.67,3.55,3.66,10417.0,25192950.00
20030516,3.67,3.68,3.60,3.64,9658.0,23550103.00
20030519,3.66,3.78,3.66,3.74,12899.0,32321424.00
20030520,3.73,3.74,3.68,3.69,5148.0,12771620.00
20030521,3.69,3.74,3.69,3.69,3163.0,7874688.00
20030522,3.67,3.73,3.67,3.72,3099.0,7672879.00
20030523,3.72,3.72,3.66,3.69,6889.0,17042735.00
20030526,3.69,3.74,3.68,3.71,9985.0,24833946.00
20030527,3.71,3.73,3.68,3.71,3622.0,8973935.00
20030528,3.73,3.85,3.72,3.75,9617.0,24413346.00
20030529,3.75,3.82,3.73,3.79,5156.0,13025241.00
20030530,3.84,3.92,3.80,3.90,18180.0,47295540.00
20030602,3.91,3.92,3.85,3.89,6258.0,16282794.00
20030603,3.89,3.90,3.83,3.83,5536.0,14325999.00
20030604,3.83,3.85,3.78,3.81,3995.0,10206523.00
20030605,3.81,3.88,3.80,3.82,6798.0,17422312.00
20030606,3.82,3.82,3.76,3.79,3596.0,9123796.00
20030609,3.78,3.80,3.76,3.78,2436.0,6174170.00
20030610,3.78,3.83,3.78,3.80,1628.0,4142275.00
20030611,3.80,3.83,3.80,3.82,3018.0,7712445.00
20030613,3.82,3.86,3.81,3.83,3200.0,8241151.00
20030616,3.83,3.83,3.77,3.78,2012.0,5108268.00
20030617,3.79,3.79,3.73,3.75,2994.0,7523686.00
20030618,3.75,3.80,3.72,3.73,3184.0,8004964.00
20030619,3.74,3.77,3.69,3.72,3260.0,8113184.00
20030620,3.72,3.76,3.71,3.73,1670.0,4175133.00
20030623,3.73,3.84,3.72,3.79,7811.0,19907731.00
20030624,3.79,3.82,3.78,3.80,1694.0,4313862.00
20030625,3.80,3.87,3.79,3.80,4204.0,10783227.00
20030626,3.80,3.83,3.71,3.76,4477.0,11265141.00
20030627,3.76,3.79,3.72,3.73,2719.0,6835321.00
20030630,3.73,3.75,3.72,3.73,3520.0,8803181.00
20030701,3.72,3.78,3.72,3.77,4885.0,12302828.00
20030702,3.76,3.76,3.73,3.75,1336.0,3354436.00
20030703,3.75,3.77,3.72,3.74,2878.0,7192931.00
20030704,3.73,3.75,3.72,3.73,2197.0,5492526.00
20030707,3.73,3.74,3.70,3.71,1669.0,4154239.00
20030708,3.72,3.76,3.72,3.76,2272.0,5693893.00
20030709,3.76,3.76,3.73,3.74,1483.0,3722710.00
20030710,3.76,3.84,3.74,3.83,6288.0,16057693.00
20030711,3.83,3.86,3.82,3.84,5763.0,14825594.00
20030714,3.88,3.97,3.84,3.94,8674.0,20533771.00
20030715,3.92,4.00,3.90,3.95,6660.0,15884704.00
20030716,3.96,4.00,3.95,3.98,7796.0,18717481.00
20030717,3.98,4.05,3.97,4.00,9978.0,24185340.00
20030718,4.00,4.02,3.89,3.91,9629.0,23126678.00
20030721,3.89,3.94,3.87,3.92,7112.0,16722758.00
20030722,3.91,3.96,3.91,3.94,3109.0,7381958.00
20030723,3.94,3.96,3.91,3.94,5592.0,13316655.00
